Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
uru_test_026.jpg,uru,812.146284448819,1748.102796205593,1182.2659940944884,1736.9309938619879,0.4667759819380196,0.25627423130806903,0.4974639081695313,0.25832364426832954,15.046505905511811,25.846239692479386,17.42827263779528,25.71008742017484,7.7970464255803735,8.658864772111484,7.721846149233228,8.648431080424954,0.0018270812908813315,0.0005660178100689762,0.0020322618159884765,0.000572917817668979,0.042744371452640775,0.02379112881031449,0.04508061463632097,0.02393570173755052,0.8075998014921413,0.5697546574659493,0.7199171918797279,0.5725042760447194
uru_test_027.jpg,uru,1201.17937992126,1765.7192634385267,817.7966289370079,1757.252278504557,0.4948453183295357,0.25649095504709674,0.46794646323550654,0.25565258328794677,17.62487696850394,25.996279992559977,15.029896653543304,25.875503751007496,7.735064065288691,8.66601308232397,7.785252524648936,8.660524105025337,0.0020033184597619204,0.000565602656408363,0.0018362011821679894,0.0005629887259526518,0.044758445680808896,0.023782402242169796,0.04285091810180955,0.023727383461997063,0.7143059493032046,0.5633107130823585,0.805491473236484,0.5654047275102
uru_test_028.jpg,uru,1631.40563484252,2470.461900923802,1142.548597440945,2453.8050716101434,0.5129323200767651,0.26852578509177016,0.47840015245967704,0.2672444100701643,20.784571850393707,30.521669043338093,16.99864665354331,30.586025172050352,7.651861395701564,8.577131728870922,7.719894280220008,8.571530574719409,0.0031969835668186966,0.001421766747061301,0.0035600744419262294,0.0014749294797120188,0.05654187445441384,0.03770632237518399,0.059666359382203216,0.03840481063241972,0.8005748446126426,0.6893603042484941,0.8603333673024476,0.6914547596975927
uru_test_029.jpg,uru,1154.3797982283465,2465.7090954181913,1611.2785433070865,2448.8231136462273,0.47772246302330124,0.2655869199375704,0.5093889903833171,0.26403392228375744,17.060654527559056,30.573749147498297,20.72600885826771,30.594457188914383,7.743817252749494,8.604656745705942,7.685362258304984,8.605029560021173,0.003355253414608392,0.0012638815035209583,0.002980391825041462,0.0012793555874172323,0.057924549325898016,0.0355511111432675,0.054592964977563385,0.03576808056657824,0.8605691123266535,0.693657643330534,0.8053829442206818,0.6957555759132191
uru_test_030.jpg,uru,1621.5140255905512,2470.45954491909,1149.197219488189,2454.627317254635,0.5110102480981017,0.2659351076238757,0.4774192543827688,0.26423703702209866,20.814960629921263,30.641453282906568,17.06742125984252,30.71176142352285,7.676448049517817,8.592732545842436,7.737172507200032,8.588711210064162,0.0030928786833159605,0.0013628841195310268,0.0035073153032048254,0.001380234082930811,0.05561365554714022,0.03691726045538898,0.0592225911557813,0.03715150175875547,0.8044658698824675,0.6936260952135532,0.8614213166831707,0.6955895280578607
uru_test_031.jpg,uru,1672.0413385826773,2423.8210676421354,1075.6209399606303,2416.401760803522,0.5024036870599408,0.25773147610164276,0.47505834212070663,0.26058687566878025,21.424212598425196,31.09008618017236,16.996309055118115,30.883997767995538,7.717090957717271,8.654864386268137,7.761840731803712,8.646441483556714,0.002386770154399684,0.0008451759727005101,0.0026225950279049003,0.0009369787479112437,0.048854581713486035,0.029071910372394004,0.05121127832718981,0.030610108590321004,0.7612122238575453,0.6414564870238336,0.8463882881967659,0.6425539873192464
uru_test_032.jpg,uru,1063.732529527559,2410.17608035216,1664.4056348425197,2400.9270258540523,0.4765550975868917,0.262561742814105,0.5081499917510112,0.26228261229062355,16.950418307086615,30.935085870171736,21.29441437007874,30.76830553661108,7.738813053872461,8.612996590191356,7.685946503582862,8.616967099449168,0.002871040165908457,0.0010209205116779624,0.0027027119483926465,0.001113073092287917,0.05358208810702003,0.031951846764748396,0.05198761341312608,0.03336275007081876,0.8516347936561403,0.6519808310536294,0.7678552844830571,0.653316355161686
uru_test_033.jpg,uru,1658.049089566929,2396.843077686156,1051.8052411417323,2382.93272986546,0.5064329833617572,0.26233296335357387,0.4771250615665549,0.2619704308188125,21.297244094488192,30.88374976749954,16.854699803149607,30.66637733275467,7.690916551149201,8.616763688978759,7.73464949695106,8.623393342401622,0.002657945013155652,0.0010256140544521156,0.0029352275501426,0.0011328332533284819,0.05155526174073459,0.03202520967069717,0.054177740356557876,0.033657588346886674,0.7679697975080045,0.6527445919074509,0.8528085901557941,0.6547599276439264
uru_test_034.jpg,uru,1770.4469734251975,2753.3735507471015,1284.3027805118109,2691.0356500713,0.5168367635159331,0.2668790791870785,0.4783712855225173,0.2666619314357383,21.559793307086615,32.50889701779404,18.007750984251967,32.121396242792486,7.613024045917548,8.563140925056787,7.6910566636324225,8.558041164348408,0.0037055102186376258,0.0017155725302832588,0.004369400462433738,0.001737894727571959,0.06087290217032227,0.04141947042494941,0.06610144069862424,0.04168806456975376,0.7850548154678122,0.6553030707374042,0.8440762687073063,0.6631071999423916
uru_test_035.jpg,uru,1216.7860482283465,2718.4368528737054,1802.8449803149606,2633.8254076508147,0.47932868486748054,0.2657345213436665,0.515779992778849,0.26494573858001785,17.644069881889763,32.360964721929435,21.751845472440948,31.719635439270874,7.685499493912131,8.556494337934312,7.608546995358264,8.55701374400046,0.004226452788843078,0.0015683255992961233,0.0034776170016207215,0.0016139060116175902,0.06501117433828647,0.039602090845006196,0.05897132355323833,0.040173449087893734,0.8512746550632795,0.6574350388648231,0.779641834359314,0.6680973856519962
uru_test_036.jpg,uru,1795.1958661417323,2709.1794903589807,1209.871062992126,2618.9223138446278,0.5142488143510612,0.26691032833772266,0.48098301203266286,0.2648670729991254,21.734128937007874,32.28817657635315,17.562007874015748,31.60592721185443,7.623694503597927,8.572510372929159,7.689011197573014,8.560337737456571,0.0034945247502799694,0.001588769995073625,0.004308200694038106,0.001635909155630079,0.05911450541347673,0.039859377755725504,0.06563688516404557,0.04044637382547512,0.7806202969786555,0.6587464438209537,0.8521491946927334,0.6701154145981987
